pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7czv	I	M	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	09/09/20	S protein of SARS-CoV-2 in complex bound with P5A-1B6_3B	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7ul5	D	NA	0	A	protein	NA	somatostatin receptor type 2	MEMBRANE PROTEIN	04/03/22	CryoEM Structure of Inactive SSTR2 bound to Nb6	Homo sapiens; Lama glama	lama glama		homo sapiens	Robertson, M.J., Skiniotis, G.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7dkj	C	D	0	A	protein	NA	hemagglutinin	VIRAL PROTEIN	11/24/20	Hemagglutinin Influenza A virus (A/Okuda/1957(H2N2) bound with a neutralizing antibody	INFLUENZA A VIRUS (A/OKUDA/1957(H2N2)); MUS MUSCULUS	mus musculus	mus musculus	influenza a virus (a/okuda/1957(h2n2))	Kamada, K., Shirouzu, M.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV7	IGKV12	Kappa	None	None	None	None	None
7dkj	G	H	0	E	protein	NA	hemagglutinin	VIRAL PROTEIN	11/24/20	Hemagglutinin Influenza A virus (A/Okuda/1957(H2N2) bound with a neutralizing antibody	INFLUENZA A VIRUS (A/OKUDA/1957(H2N2)); MUS MUSCULUS	mus musculus	mus musculus	influenza a virus (a/okuda/1957(h2n2))	Kamada, K., Shirouzu, M.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV7	IGKV12	Kappa	None	None	None	None	None
7dkj	K	L	0	I	protein	NA	hemagglutinin	VIRAL PROTEIN	11/24/20	Hemagglutinin Influenza A virus (A/Okuda/1957(H2N2) bound with a neutralizing antibody	INFLUENZA A VIRUS (A/OKUDA/1957(H2N2)); MUS MUSCULUS	mus musculus	mus musculus	influenza a virus (a/okuda/1957(h2n2))	Kamada, K., Shirouzu, M.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV7	IGKV12	Kappa	None	None	None	None	None
7czr	H	K	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	09/09/20	S protein of SARS-CoV-2 in complex bound with P5A-1B8_2B	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7czr	J	N	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	09/09/20	S protein of SARS-CoV-2 in complex bound with P5A-1B8_2B	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7nll	A	NA	0	D	protein	NA	surface glycoprotein	VIRAL PROTEIN	02/22/21	SARS-CoV-2 Spike RBD (dimer) in complex with two Fu2 nanobodies	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Das, H., Hallberg, B.M.	2.89	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7nll	C	NA	0	B	protein	NA	surface glycoprotein	VIRAL PROTEIN	02/22/21	SARS-CoV-2 Spike RBD (dimer) in complex with two Fu2 nanobodies	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Das, H., Hallberg, B.M.	2.89	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ra3	E	E	0	A	protein	NA	guanine nucleotide-binding protein g(i) subunit alpha-3,isoform gnas-2 of guanine nucleotide-binding protein g(s) subunit alpha isoforms short 	MEMBRANE PROTEIN	06/29/21	cryo-EM of human Gastric inhibitory polypeptide receptor GIPR bound to GIP	HOMO SAPIENS; MUS MUSCULUS; LAMA GLAMA; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens	Sun, B., Kobilka, B.K., Sloop, K.W., Feng, D., Kobilka, T.S.	3.24	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7ra3	N	NA	0	B	protein	NA	guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	06/29/21	cryo-EM of human Gastric inhibitory polypeptide receptor GIPR bound to GIP	HOMO SAPIENS; MUS MUSCULUS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens	Sun, B., Kobilka, B.K., Sloop, K.W., Feng, D., Kobilka, T.S.	3.24	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
6orp	D	E	0	B	protein	NA	rc1 variant of hiv-1 env glycoprotein gp120	VIRAL PROTEIN/Immune System	04/30/19	Modified BG505 SOSIP-based immunogen RC1 in complex with the elicited V3-glycan patch antibody Ab897NHP	HUMAN IMMUNODEFICIENCY VIRUS 1; MACACA MULATTA	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Abernathy, M.E., Gristick, H.B., Bjorkman, P.J.	4.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
6orp	J	K	0	I	protein	NA	rc1 variant of hiv-1 env glycoprotein gp120	VIRAL PROTEIN/Immune System	04/30/19	Modified BG505 SOSIP-based immunogen RC1 in complex with the elicited V3-glycan patch antibody Ab897NHP	HUMAN IMMUNODEFICIENCY VIRUS 1; MACACA MULATTA	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Abernathy, M.E., Gristick, H.B., Bjorkman, P.J.	4.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
6orp	H	L	0	G	protein	NA	rc1 variant of hiv-1 env glycoprotein gp120	VIRAL PROTEIN/Immune System	04/30/19	Modified BG505 SOSIP-based immunogen RC1 in complex with the elicited V3-glycan patch antibody Ab897NHP	HUMAN IMMUNODEFICIENCY VIRUS 1; MACACA MULATTA	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Abernathy, M.E., Gristick, H.B., Bjorkman, P.J.	4.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
7qic	B	NA	0	A	protein	NA	divalent metal cation transporter	MEMBRANE PROTEIN	12/14/21	Structure of magnesium-bound EleNRMT in complex with two nanobodies at 4.1A	EGGERTHELLA LENTA; SYNTHETIC CONSTRUCT	synthetic construct		eggerthella lenta	Ramanadane, K., Straub, M.S., Dutzler, R., Manatschal, C.	4.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qic	C	NA	0	A	protein	NA	divalent metal cation transporter	MEMBRANE PROTEIN	12/14/21	Structure of magnesium-bound EleNRMT in complex with two nanobodies at 4.1A	EGGERTHELLA LENTA; SYNTHETIC CONSTRUCT	synthetic construct		eggerthella lenta	Ramanadane, K., Straub, M.S., Dutzler, R., Manatschal, C.	4.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ljr	S	T	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/30/21	SARS-CoV-2 Spike Protein Trimer bound to DH1043 fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gobeil, S., Acharya, P.	3.66	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7rkv	D	H	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/22/21	Structure of the SARS-CoV-2 S 6P trimer in complex with neutralizing antibody C118 (State 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Jette, C.A., Bjorkman, P.J.	3.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV4	Lambda	None	None	None	None	None
7rkv	G	L	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/22/21	Structure of the SARS-CoV-2 S 6P trimer in complex with neutralizing antibody C118 (State 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Jette, C.A., Bjorkman, P.J.	3.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV4	Lambda	None	None	None	None	None
7rkv	E	F	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/22/21	Structure of the SARS-CoV-2 S 6P trimer in complex with neutralizing antibody C118 (State 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Jette, C.A., Bjorkman, P.J.	3.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV4	Lambda	None	None	None	None	None
7tat	D	E	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/21/21	SARS-CoV-2 spike in complex with the S2K146 neutralizing antibody Fab fragment (two receptor-binding domains open)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Veesler, D.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7tat	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/21/21	SARS-CoV-2 spike in complex with the S2K146 neutralizing antibody Fab fragment (two receptor-binding domains open)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Veesler, D.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7tat	F	G	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/21/21	SARS-CoV-2 spike in complex with the S2K146 neutralizing antibody Fab fragment (two receptor-binding domains open)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Veesler, D.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7duq	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	BIOSYNTHETIC PROTEIN	01/11/21	Cryo-EM structure of the compound 2 and GLP-1-bound human GLP-1 receptor-Gs complex	HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | rattus norvegicus	Cong, Z., Chen, L., Ma, H., Zhou, Q., Zou, X., Ye, C., Dai, A., Liu, Q., Huang, W., Sun, X., Wang, X., Xu, P., Zhao, L., Xia, T., Zhong, W., Yang, D., Xu, H.E., Zhang, Y., Wang, M.	2.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7dwt	H	L	0	A	protein	NA	envelope protein	VIRUS/IMMUNE SYSTEM	01/18/21	Cryo-EM structure of Dengue virus serotype 1 strain WestPac 74 in complex with human antibody 1C19 Fab at 37 deg C (Class 1 particle)	DENGUE VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus 1	Fibriansah, G., Ng, T.S., Kostyuchenko, V.A., Shi, J., Lok, S.M.	19	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV3	IGKV1	Kappa	None	None	None	None	None
7wrz	H	L	0	R	protein	NA	spike protein s1	VIRAL PROTEIN	01/28/22	Local resolution of BD55-5840 Fab and SARS-COV2 Omicron RBD	SARS coronavirus B012	sars coronavirus b012	sars coronavirus b012	sars coronavirus b012	Zhang, Z.Z., Xiao, J.J.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV7	IGKV3	Kappa	None	None	None	None	None
7mkl	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	04/24/21	SARS-CoV-2 Spike in complex with neutralizing Fab SARS2-38 (three down conformation)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Adams, L.J., Fremont, D.H.	3.2	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV2	IGKV4	Kappa	None	None	None	None	None
6n4r	L	K	0	C | D | H	protein | protein | peptide	NA | NA | NA	nav1.7 vsd2-navab chimera | nav1.7 vsd2-navab chimera | beta/omega-theraphotoxin-tp2a	MEMBRANE PROTEIN	11/20/18	CryoEM structure of Nav1.7 VSD2 (deactived state) in complex with the gating modifier toxin ProTx2	ARCOBACTER BUTZLERI (STRAIN RM4018); HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	arcobacter butzleri (strain rm4018), homosapiens  | arcobacter butzleri (strain rm4018), homosapiens  | thrixopelma pruriens	Xu, H., Rohou, A., Arthur, C.P., Estevez, A., Ciferri, C., Payandeh, J., Koth, C.M.	4.2	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV5	IGKV4	Kappa	None	None	None	None	None
6n4r	J	I	0	A | B | F	protein | protein | peptide	NA | NA | NA	nav1.7 vsd2-navab chimera | nav1.7 vsd2-navab chimera | beta/omega-theraphotoxin-tp2a	MEMBRANE PROTEIN	11/20/18	CryoEM structure of Nav1.7 VSD2 (deactived state) in complex with the gating modifier toxin ProTx2	ARCOBACTER BUTZLERI (STRAIN RM4018); HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	arcobacter butzleri (strain rm4018), homosapiens  | arcobacter butzleri (strain rm4018), homosapiens  | thrixopelma pruriens	Xu, H., Rohou, A., Arthur, C.P., Estevez, A., Ciferri, C., Payandeh, J., Koth, C.M.	4.2	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV5	IGKV4	Kappa	None	None	None	None	None
7nvn	N	NA	0	E	protein	NA	t-complex protein 1 subunit epsilon	CHAPERONE	03/15/21	Human TRiC complex in closed state with nanobody and tubulin bound	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Kelly, J.J., Chi, G., Bulawa, C., Paavilainen, V.O., Bountra, C., Huiskonen, J.T., Yue, W.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7nvn	n	NA	0	e	protein	NA	unknown	CHAPERONE	03/15/21	Human TRiC complex in closed state with nanobody and tubulin bound	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Kelly, J.J., Chi, G., Bulawa, C., Paavilainen, V.O., Bountra, C., Huiskonen, J.T., Yue, W.	3	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
7kex	G	J	0	A	protein	NA	virion spike glycoprotein 1	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/20	Ebola virus GP (mucin deleted, Makona strain) bound to antibody Fab EBOV-293	HOMO SAPIENS; EBOLA VIRUS	homo sapiens	homo sapiens	ebola virus	Murin, C.D., Ward, A.B.	4.25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7kex	H	K	0	B	protein	NA	virion spike glycoprotein 1	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/20	Ebola virus GP (mucin deleted, Makona strain) bound to antibody Fab EBOV-293	HOMO SAPIENS; EBOLA VIRUS	homo sapiens	homo sapiens	ebola virus	Murin, C.D., Ward, A.B.	4.25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7kex	I	L	0	C	protein	NA	virion spike glycoprotein 1	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/20	Ebola virus GP (mucin deleted, Makona strain) bound to antibody Fab EBOV-293	HOMO SAPIENS; EBOLA VIRUS	homo sapiens	homo sapiens	ebola virus	Murin, C.D., Ward, A.B.	4.25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7dge	C	NA	0	A	protein	NA	metabotropic glutamate receptor 1	MEMBRANE PROTEIN	11/11/20	intermediate state of class C GPCR	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Zhang, J.Y., Wu, L.J., Luo, F., Hua, T., Liu, Z.J.	3.65	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7dge	D	NA	0	B	protein	NA	metabotropic glutamate receptor 1	MEMBRANE PROTEIN	11/11/20	intermediate state of class C GPCR	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Zhang, J.Y., Wu, L.J., Luo, F., Hua, T., Liu, Z.J.	3.65	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7n8h	E	D	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7n8h	M	L	0	K	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7n8h	H	G	0	F	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7n8h	O	N	0	K	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7n8h	J	I	0	F	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7n8h	C	B	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7m7h	E	F	0	B	protein	NA	eryai,6-deoxyerythronolide-b synthase erya3, modules 5 and6 chimera 	BIOSYNTHETIC PROTEIN/IMMUNE SYSTEM	03/28/21	6-Deoxyerythronolide B synthase (DEBS) module 1 in complex with antibody fragment 1B2: State 1'	SACCHAROPOLYSPORA ERYTHRAEA; HOMO SAPIENS	homo sapiens	homo sapiens	saccharopolyspora erythraea	Cogan, D.P., Zhang, K., Chiu, W., Khosla, C.	4.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7m7h	C	D	0	A	protein	NA	eryai,6-deoxyerythronolide-b synthase erya3, modules 5 and6 chimera 	BIOSYNTHETIC PROTEIN/IMMUNE SYSTEM	03/28/21	6-Deoxyerythronolide B synthase (DEBS) module 1 in complex with antibody fragment 1B2: State 1'	SACCHAROPOLYSPORA ERYTHRAEA; HOMO SAPIENS	homo sapiens	homo sapiens	saccharopolyspora erythraea	Cogan, D.P., Zhang, K., Chiu, W., Khosla, C.	4.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7k8t	O	P	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/27/20	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C002 (state 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Malyutin, A.G., Barnes, C.O., Bjorkman, P.J.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7k8t	H	L	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/27/20	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C002 (state 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Malyutin, A.G., Barnes, C.O., Bjorkman, P.J.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7k8t	M	N	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/27/20	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C002 (state 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Malyutin, A.G., Barnes, C.O., Bjorkman, P.J.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7k7i	X	Y	0	E	protein	NA	putative pertussis-like toxin subunit	TOXIN	09/22/20	Density-fitted Model Structure of Antibody Variable Domains of TyTx4 in Complex with PltB pentamer of Typhoid Toxin	SALMONELLA TYPHI; MUS MUSCULUS	mus musculus	mus musculus	salmonella typhi	Nguyen, T., Feathers, J.R., Fromme, J.C., Song, J.	3.13	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV5	Kappa	None	None	None	None	None
7k7i	M	N	0	C	protein	NA	putative pertussis-like toxin subunit	TOXIN	09/22/20	Density-fitted Model Structure of Antibody Variable Domains of TyTx4 in Complex with PltB pentamer of Typhoid Toxin	SALMONELLA TYPHI; MUS MUSCULUS	mus musculus	mus musculus	salmonella typhi	Nguyen, T., Feathers, J.R., Fromme, J.C., Song, J.	3.13	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV5	Kappa	None	None	None	None	None
7k7i	H	L	0	A	protein	NA	putative pertussis-like toxin subunit	TOXIN	09/22/20	Density-fitted Model Structure of Antibody Variable Domains of TyTx4 in Complex with PltB pentamer of Typhoid Toxin	SALMONELLA TYPHI; MUS MUSCULUS	mus musculus	mus musculus	salmonella typhi	Nguyen, T., Feathers, J.R., Fromme, J.C., Song, J.	3.13	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV5	Kappa	None	None	None	None	None
7k7i	J	K	0	B	protein	NA	putative pertussis-like toxin subunit	TOXIN	09/22/20	Density-fitted Model Structure of Antibody Variable Domains of TyTx4 in Complex with PltB pentamer of Typhoid Toxin	SALMONELLA TYPHI; MUS MUSCULUS	mus musculus	mus musculus	salmonella typhi	Nguyen, T., Feathers, J.R., Fromme, J.C., Song, J.	3.13	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV5	Kappa	None	None	None	None	None
7k7i	P	Q	0	D	protein	NA	putative pertussis-like toxin subunit	TOXIN	09/22/20	Density-fitted Model Structure of Antibody Variable Domains of TyTx4 in Complex with PltB pentamer of Typhoid Toxin	SALMONELLA TYPHI; MUS MUSCULUS	mus musculus	mus musculus	salmonella typhi	Nguyen, T., Feathers, J.R., Fromme, J.C., Song, J.	3.13	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV5	Kappa	None	None	None	None	None
7k9h	H	L	0	B | A	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/29/20	SARS-CoV-2 Spike in complex with neutralizing Fab 2B04 (one up, two down conformation)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Errico, J.M., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV1	Lambda	None	None	None	None	None
