pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7kkk	B	NA	0	A	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/27/20	SARS-CoV-2 Spike in complex with neutralizing nanobody Nb6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Schoof, M.S., Faust, B.F., Saunders, R.A., Sangwan, S., Rezelj, V., Hoppe, N., Boone, M., Billesboelle, C.B., Puchades, C., Azumaya, C.M., Kratochvil, H.T., Zimanyi, M., Desphande, I., Liang, J., Dickinson, S., Nguyen, H.C., Chio, C.M., Merz, G.E., Thompson, M.C., Diwanji, D., Schaefer, K., Anand, A.A., Dobzinski, N., Zha, B.S., Simoneau, C.R., Leon, K., White, K.M., Chio, U.S., Gupta, M., Jin, M., Li, F., Liu, Y., Zhang, K., Bulkley, D., Sun, M., Smith, A.M., Rizo, A.N., Moss, F., Brilot, A.F., Pourmal, S., Trenker, R., Pospiech, T., Gupta, S., Barsi-Rhyne, B., Belyy, V., Barile-Hill, A.W., Nock, S., Liu, Y., Krogan, N.J., Ralston, C.Y., Swaney, D.L., Garcia-Sastre, A., Ott, M., Vignuzzi, M., Walter, P., Manglik, A., QCRG Structural Biology Consortium	3.03	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7kkk	D	NA	0	C	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/27/20	SARS-CoV-2 Spike in complex with neutralizing nanobody Nb6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Schoof, M.S., Faust, B.F., Saunders, R.A., Sangwan, S., Rezelj, V., Hoppe, N., Boone, M., Billesboelle, C.B., Puchades, C., Azumaya, C.M., Kratochvil, H.T., Zimanyi, M., Desphande, I., Liang, J., Dickinson, S., Nguyen, H.C., Chio, C.M., Merz, G.E., Thompson, M.C., Diwanji, D., Schaefer, K., Anand, A.A., Dobzinski, N., Zha, B.S., Simoneau, C.R., Leon, K., White, K.M., Chio, U.S., Gupta, M., Jin, M., Li, F., Liu, Y., Zhang, K., Bulkley, D., Sun, M., Smith, A.M., Rizo, A.N., Moss, F., Brilot, A.F., Pourmal, S., Trenker, R., Pospiech, T., Gupta, S., Barsi-Rhyne, B., Belyy, V., Barile-Hill, A.W., Nock, S., Liu, Y., Krogan, N.J., Ralston, C.Y., Swaney, D.L., Garcia-Sastre, A., Ott, M., Vignuzzi, M., Walter, P., Manglik, A., QCRG Structural Biology Consortium	3.03	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7kkk	F	NA	0	E	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/27/20	SARS-CoV-2 Spike in complex with neutralizing nanobody Nb6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Schoof, M.S., Faust, B.F., Saunders, R.A., Sangwan, S., Rezelj, V., Hoppe, N., Boone, M., Billesboelle, C.B., Puchades, C., Azumaya, C.M., Kratochvil, H.T., Zimanyi, M., Desphande, I., Liang, J., Dickinson, S., Nguyen, H.C., Chio, C.M., Merz, G.E., Thompson, M.C., Diwanji, D., Schaefer, K., Anand, A.A., Dobzinski, N., Zha, B.S., Simoneau, C.R., Leon, K., White, K.M., Chio, U.S., Gupta, M., Jin, M., Li, F., Liu, Y., Zhang, K., Bulkley, D., Sun, M., Smith, A.M., Rizo, A.N., Moss, F., Brilot, A.F., Pourmal, S., Trenker, R., Pospiech, T., Gupta, S., Barsi-Rhyne, B., Belyy, V., Barile-Hill, A.W., Nock, S., Liu, Y., Krogan, N.J., Ralston, C.Y., Swaney, D.L., Garcia-Sastre, A., Ott, M., Vignuzzi, M., Walter, P., Manglik, A., QCRG Structural Biology Consortium	3.03	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7jhg	N	NA	0	NA	NA	NA	NA	TRANSFERASE/IMMUNE SYSTEM	07/20/20	Cryo-EM structure of ATP-bound fully inactive AMPK in complex with Dorsomorphin (Compound C) and Fab-nanobody	HOMO SAPIENS; ESCHERICHIA COLI K-12; SYNTHETIC CONSTRUCT	synthetic construct			Yan, Y., Murkherjee, S., Zhou, X.E., Xu, T.H., Xu, H.E., Kossiakoff, A.A., Melcher, K.	3.47	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7tyi	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	02/13/22	Calcitonin Receptor in complex with Gs and rat amylin peptide, CT-like state	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens	Cao, J., Belousoff, M.J., Johnson, R.M., Wootten, D.L., Sexton, P.M.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7b14	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/20	Nanobody E bound to Spike-RBD in a localized reconstruction.	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS BACTRIANUS	camelus bactrianus		severe acute respiratory syndrome coronavirus2 	Hallberg, B.M., Das, H.	3.79	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ckz	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	CELL CYCLE	07/20/20	Cryo-EM structure of Dopamine and LY3154207 bound dopamine receptor DRD1-Gs signaling complex	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens | homo sapiens | homo sapiens	Yan, W., Shao, Z.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7jjo	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	07/27/20	Structural Basis of the Activation of Heterotrimeric Gs-protein by Isoproterenol-bound Beta1-Adrenergic Receptor	BOS TAURUS; LAMA GLAMA; MELEAGRIS GALLOPAVO	lama glama		bos taurus | bos taurus	Su, M., Zhu, L., Zhang, Y., Paknejad, N., Dey, R., Huang, J., Lee, M.Y., Williams, D., Jordan, K.D., Eng, E.T., Ernst, O.P., Meyerson, J.R., Hite, R.K., Walz, T., Liu, W., Huang, X.Y.	2.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7jvq	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	engineered mini-gi protein alpha sub-unit | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	SIGNALING PROTEIN	08/22/20	Cryo-EM structure of apomorphine-bound dopamine receptor 1 in complex with Gs protein	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens | homo sapiens	Zhuang, Y., Xu, P., Mao, C., Wang, L., Krumm, B., Zhou, X.E., Huang, S., Liu, H., Cheng, X., Huang, X.-P., Sheng, D.-D., Xu, T., Liu, Y.-F., Wang, Y., Guo, J., Jiang, Y., Jiang, H., Melcher, K., Roth, B.L., Zhang, Y., Zhang, C., Xu, H.E.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7bb7	G	NA	0	E | C | F	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	12/17/20	AVP-V2R-Galphas-beta1-gamma2-Nb35(T state)	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens | homo sapiens	Bous, J., Mouillac, B., Bron, P., Granier, S.	4.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7nk4	F	NA	0	A	protein	NA	polymerase acidic protein	VIRAL PROTEIN	02/17/21	1918 H1N1 Viral influenza polymerase heterotrimer with Nb8203 core	INFLUENZA A VIRUS (A/BREVIG MISSION/1/1918(H1N1)); INFLUENZA A VIRUS (STRAIN A/BREVIG MISSION/1/1918 H1N1); CAMELIDAE MIXED LIBRARY; SYNTHETIC CONSTRUCT	camelidae mixed library		influenza a virus (a/brevigmission/1/1918(h1n1)) 	Keown, J.R., Carrique, L., Fodor, E., Grimes, J.M.	5.32	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7k65	B	NA	0	A	protein	NA	protein patched homolog 1	MEMBRANE PROTEIN	09/18/20	Hedgehog receptor Patched (PTCH1) in complex with conformation selective nanobody TI23	MUS MUSCULUS; LAMA GLAMA	lama glama		mus musculus	Zhang, Y., Bulkley, D.P., Liang, J., Manglik, A., Cheng, Y., Beachy, P.A.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7d68	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	BIOSYNTHETIC PROTEIN	09/29/20	Cryo-EM structure of the human glucagon-like peptide-2 receptor-Gs protein complex	BOS TAURUS; HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		bos taurus | bos taurus	Sun, W., Chen, L., Zhou, Q., Zhao, L., Zhang, H., Cong, Z., Shen, D., Zhao, F., Zhou, F., Cai, X., Chen, Y., Zhou, Y., Gadgaard, S., van der Velden, W.J., Zhao, S., Jiang, Y., Rosenkilde, M.M., Yang, D., Xu, H.E., Zhang, Y., Wang, M.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
6itc	C	NA	0	G | A	protein | protein	NA | NA	green fluorescent protein | protein translocase subunit seca	PROTEIN TRANSPORT	11/21/18	Structure of a substrate engaged SecA-SecY protein translocation machine	BACILLUS SUBTILIS (STRAIN 168); GEOBACILLUS THERMODENITRIFICANS (STRAIN NG80-2); LAMA GLAMA; ESCHERICHIA COLI; AEQUOREA VICTORIA	lama glama		aequorea victoria | bacillus subtilis (strain 168)	Ma, C.Y., Wu, X.F., Sun, D.J., Park, E.Y., Rapoport, T.A., Gao, N., Long, L.	3.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6itc	V	NA	0	Y | E	protein | protein	NA | NA	protein translocase subunit secy | protein translocase subunit sece	PROTEIN TRANSPORT	11/21/18	Structure of a substrate engaged SecA-SecY protein translocation machine	BACILLUS SUBTILIS (STRAIN 168); GEOBACILLUS THERMODENITRIFICANS (STRAIN NG80-2); LAMA GLAMA; ESCHERICHIA COLI; AEQUOREA VICTORIA	lama glama		geobacillus thermodenitrificans (strain ng80-2)  | geobacillus thermodenitrificans (strain ng80-2) 	Ma, C.Y., Wu, X.F., Sun, D.J., Park, E.Y., Rapoport, T.A., Gao, N., Long, L.	3.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7tyw	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	02/14/22	Human Amylin1 Receptor in complex with Gs and salmon calcitonin peptide	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens	Cao, J., Belousoff, M.J., Johnson, R.M., Wootten, D.L., Sexton, P.M.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7p14	B	NA	0	A	protein	NA	xk-related protein	MEMBRANE PROTEIN	07/01/21	Structure of full-length rXKR9 in complex with a sybody at 3.66A	RATTUS NORVEGICUS; SYNTHETIC CONSTRUCT	synthetic construct		rattus norvegicus	Straub, M.S., Sawicka, M., Dutzler, R.	3.66	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7piu	N	NA	0	A | B	protein | protein	NA | NA	isoform gnas-2 of guanine nucleotide-binding protein g(s)subunit alpha isoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	08/23/21	Cryo-EM structure of the agonist setmelanotide bound to the active melanocortin-4 receptor (MC4R) in complex with the heterotrimeric Gs protein at 2.6 A resolution.	HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | rattus norvegicus	Heyder, N.A., Schmidt, A., Kleinau, G., Hilal, T., Scheerer, P.	2.58	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7cx3	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	09/01/20	Cryo-EM structure of the Taprenepag-bound EP2-Gs complex	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens	Qu, C., Mao, C., Xiao, P., Shen, Q., Zhong, Y., Yang, F., Shen, D., Tao, X., Zhang, H., Yan, X., Zhao, R., He, J., Guan, Y., Zhang, C., Hou, G., Zhang, P., Yu, X., Guan, Y., Sun, J., Zhang, Y.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7ul4	D	NA	0	A	protein	NA	mu-type opioid receptor	MEMBRANE PROTEIN	04/03/22	CryoEM Structure of Inactive MOR Bound to Alvimopan and Mb6	Mus musculus; synthetic construct	synthetic construct		mus musculus	Robertson, M.J., Skiniotis, G.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qna	N	NA	0	E | D	protein | protein	NA | NA	gamma-aminobutyric acid receptor subunit beta-3 | gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length alpha4beta3gamma2 GABA(A)R in complex with GABA and nanobody Nb25	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens | homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7f16	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	06/08/21	Cryo-EM structure of parathyroid hormone receptor type 2 in complex with a tuberoinfundibular peptide of 39 residues and G protein	HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; LAMA GLAMA	lama glama		homo sapiens | rattus norvegicus	Wang, X., Cheng, X., Zhao, L.H., Wang, Y., Ye, C., Zou, X., Dai, A., Cong, Z., Chen, J., Zhou, Q., Xia, T., Jiang, H., Xu, H.E., Yang, D., Wang, M.W.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7pbd	F	NA	0	C | B	protein | protein	NA | NA	gamma-aminobutyric acid receptor subunit beta-3,gamma-aminobutyric acid receptor subunit beta-3  | gamma-aminobutyric acid receptor subunit beta-3,gamma-aminobutyric acid receptor subunit beta-3 	MEMBRANE PROTEIN	08/02/21	a1b3 GABA-A receptor + GABA	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens | homo sapiens	Miller, P.S., Kasaragod, V.B.	3.04	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7mej	A	NA	0	R	protein	NA	spike protein s1	VIRAL PROTEIN/Immune System	04/06/21	CryoEM structure of SARS-CoV-2 RBD in complex with nanobodies Nb21 and Nb36	LAMA GLAMA; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.J.	3.55	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7mej	B	NA	0	R	protein	NA	spike protein s1	VIRAL PROTEIN/Immune System	04/06/21	CryoEM structure of SARS-CoV-2 RBD in complex with nanobodies Nb21 and Nb36	LAMA GLAMA; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.J.	3.55	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6x1a	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	05/18/20	Non peptide agonist PF-06882961, bound to Glucagon-Like peptide-1 (GLP-1) Receptor	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens | homo sapiens	Belousoff, M.J., Zhang, X., Danev, R.	2.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7b2p	D	NA	0	B | A	protein | protein	NA | NA	complement c4 alpha chain | complement c4 beta chain	IMMUNE SYSTEM	11/27/20	Cryo-EM structure of complement C4b in complex with nanobody B5	LAMA GLAMA; HOMO SAPIENS	lama glama		homo sapiens | homo sapiens	Oosterheert, W., De la O Becerra, K.I., Gros, P.	3.43	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7wuq	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	02/09/22	Tethered peptide activation mechanism of adhesion GPCRs ADGRG2 and ADGRG4	HOMO SAPIENS; LAMA GLAMA; MUS MUSCULUS	lama glama		homo sapiens | homo sapiens | homo sapiens	He, Q.T., Guo, S.C., Xiao, P., Sun, J.P., Yu, X., Gou, L., Kong, L.L., Zhang, L.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
6x18	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	05/18/20	GLP-1 peptide hormone bound to Glucagon-Like peptide-1 (GLP-1) Receptor	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens | homo sapiens	Belousoff, M.J., Zhang, X., Danev, R.	2.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7vbh	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	STRUCTURAL PROTEIN	08/31/21	Cryo-EM structure of the GIPR/GLP-1R/GCGR triagonist peptide 20-bound human GLP-1R-Gs complex	HOMO SAPIENS; ESCHERICHIA COLI; RATTUS NORVEGICUS; BOS TAURUS; SYNTHETIC CONSTRUCT			homo sapiens | rattus norvegicus	Zhao, F.H., Zhou, Q.T., Cong, Z.T., Hang, K.N., Zou, X.Y., Zhang, C., Chen, Y., Dai, A.T., Liang, A.Y., Ming, Q.Q., Wang, M., Chen, L.N., Xu, P.Y., Chang, R.L., Feng, W.B., Xia, T., Zhang, Y., Wu, B.L., Yang, D.H., Zhao, L.H., Xu, H.E., Wang, M.W.	3.0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7a5v	O	NA	0	A	protein	NA	gamma-aminobutyric acid receptor subunit beta-3,gamma-aminobutyric acid receptor subunit beta-3 	MEMBRANE PROTEIN	08/22/20	CryoEM structure of a human gamma-aminobutyric acid receptor, the GABA(A)R-beta3 homopentamer, in complex with histamine and megabody Mb25 in lipid nanodisc	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Nakane, T., Kotecha, A., Sente, A., Yamashita, K., McMullan, G., Masiulis, S., Brown, P.M.G.E., Grigoras, I.T., Malinauskaite, L., Malinauskas, T., Miehling, J., Yu, L., Karia, D., Pechnikova, E.V., de Jong, E., Keizer, J., Bischoff, M., McCormack, J., Tiemeijer, P., Hardwick, S.W., Chirgadze, D.Y., Murshudov, G., Aricescu, A.R., Scheres, S.H.W.	1.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7sl8	B	NA	0	A	protein	NA	sodium/glucose cotransporter 1	MEMBRANE PROTEIN	10/23/21	CryoEM structure of SGLT1 at 3.4 A resolution	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens	Qu, Q., Han, L., Panova, O., Feng, L., Skiniotis, G.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7v9m	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	STRUCTURAL PROTEIN	08/26/21	Cryo-EM structure of the GHRH-bound human GHRHR splice variant 1 complex	HOMO SAPIENS; RATTUS NORVEGICUS; SYNTHETIC CONSTRUCT; BOS TAURUS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | rattus norvegicus	Cong, Z.T., Zhou, F.L., Zhang, C., Zou, X.Y., Zhang, H.B., Wang, Y.Z., Zhou, Q.T., Cai, X.Q., Liu, Q.F., Li, J., Shao, L.J., Mao, C.Y., Wang, X., Wu, J.H., Xia, T., Zhao, L.H., Jiang, H.L., Zhang, Y., Xu, H.E., Chen, X., Yang, D.H., Wang, M.W.	3.29	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7f4d	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	06/18/21	Cryo-EM structure of alpha-MSH-bound melanocortin-1 receptor in complex with Gs protein and Nb35	HOMO SAPIENS; SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens	Ma, S., Chen, Y., Dai, A., Yin, W., Guo, J., Yang, D., Zhou, F., Jiang, Y., Wang, M.-W., Xu, H.E.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
3jbc	7	NA	0	3	protein	NA	capsid protein vp3	VIRUS/IMMUNE SYSTEM	08/26/15	Complex of Poliovirus with VHH PVSP29F	CAMELUS DROMEDARIUS; HUMAN POLIOVIRUS 1 MAHONEY	camelus dromedarius		human poliovirus 1 mahoney	Strauss, M., Schotte, L., Thys, B., Filman, D.J., Hogle, J.M.	5.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7x8r	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	03/14/22	Cryo-EM structure of the Boc5-bound hGLP-1R-Gs complex	Bos taurus; Homo sapiens; Rattus norvegicus; synthetic construct	synthetic construct		bos taurus | rattus norvegicus	Cong, Z.T., Zhou, Q.T., Li, Y., Chen, L.N., Zhang, Z.C., Liang, A.Y., Liu, Q., Wu, X.Y., Dai, A.T., Xia, T., Wu, W., Zhang, Y., Yang, D.H., Wang, M.W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7tyl	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	02/13/22	Calcitonin Receptor in complex with Gs and rat amylin peptide, bypass motif	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens | homo sapiens	Cao, J., Belousoff, M.J., Johnson, R.M., Wootten, D.L., Sexton, P.M.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
6wzg	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	05/13/20	Human secretin receptor Gs complex	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens | homo sapiens	Piper, S.J., Belousoff, M.J., Danev, R.	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
